log4j-1.2-api-2.0.1.jar,850e93d964bf6741da70c6f040f3db88bdaec147
log4j-1.2-api-2.0.1-javadoc.jar,63001f3a038cace07bc83e0ad6e464af2b19bed5
log4j-1.2-api-2.0.1-sources.jar,310cc6e82ce7b41a77e73331e72bd8c85ceb81f4
log4j-api-2.0.1.jar,b705d54674992e063b04b34a824af1948b0bfcc6
log4j-api-2.0.1-javadoc.jar,407069b2377c94cdf0ee61ea3d376ef2171f1453
log4j-api-2.0.1-sources.jar,d618d2495ba467089cf76a2638766be08233331c
log4j-core-2.0.1.jar,895130076efaf6dcafb741ed7e97f2d346903708
log4j-core-2.0.1-javadoc.jar,8582fbf0581c8c0e35c2eb7d44b251b0d10b8953
log4j-core-2.0.1-sources.jar,9aa414a81e612b15eea7cde1f94989143f70cd00
log4j-core-2.0.1-tests.jar,c476a0cd4cc5db4574fe83ca30e0c975c7234ee3
log4j-flume-ng-2.0.1.jar,ce4fbff1c1a1b113f2b9db564aaa8992239fb17e
log4j-flume-ng-2.0.1-javadoc.jar,fdc984478342f1ab274d419b7237784608220121
log4j-flume-ng-2.0.1-sources.jar,36e2bf6832185ff9410b16bb678a0b81a47bb728
log4j-jcl-2.0.1.jar,9b09f325a99cbe4e000007416a1795091f434a56
log4j-jcl-2.0.1-javadoc.jar,9ccc1f8ff5fc765c50400f4429130d8853e9d843
log4j-jcl-2.0.1-sources.jar,7caf34cd5515df838eff042d08ce7dc4c9db5f0a
log4j-jmx-gui-2.0.1.jar,85bad8d3b0593b8215ed382c1f94c71d082dfd3d
log4j-jmx-gui-2.0.1-javadoc.jar,bfc9d3e559c29548dcad34afa5d1be1505d96777
log4j-jmx-gui-2.0.1-sources.jar,9bf09a60a694037c12a69a90ccadbf5e5538b027
log4j-nosql-2.0.1.jar,06190dd74761203519d11bb901f8b34316d7dfc9
log4j-nosql-2.0.1-javadoc.jar,ecc3bb66410bba333b9ba17104240c79c0065004
log4j-nosql-2.0.1-sources.jar,ea51ac9426d9ecc93888647d015c217739e72943
log4j-slf4j-impl-2.0.1.jar,54fa251f69bc0d5f3b9f60d9a4806c3d1228f216
log4j-slf4j-impl-2.0.1-javadoc.jar,868faacf87e2fe5608a53e22efb13132bad2140f
log4j-slf4j-impl-2.0.1-sources.jar,799379f6abbad018034251352ecb7745cc54a21b
log4j-taglib-2.0.1.jar,14fdb1d5844f9630d2cfd547adefb862e2f54c64
log4j-taglib-2.0.1-javadoc.jar,b098e4d3a39c07339f6018e9ea2f9b8c296418e5
log4j-taglib-2.0.1-sources.jar,803d700f9fc997b9a0d424ed4354294dcb547364
log4j-to-slf4j-2.0.1.jar,b1fc2d41912e3b270c202fea2f8b9e4f79a4ba11
log4j-to-slf4j-2.0.1-javadoc.jar,05f089cae74002465f8140507e7f1ce17a55bf83
log4j-to-slf4j-2.0.1-sources.jar,4dbf01c17aa41aacc02ab6c72ebe3a5f04383f71
log4j-web-2.0.1.jar,6600addd89f6856971333d552992a2a763d06915
log4j-web-2.0.1-javadoc.jar,7c6599ef193070671513236c587f328d42e55925
log4j-web-2.0.1-sources.jar,40926924154a6c17c84ef816c8a95096a011a29b
log4j-1.2-api-2.0.2.jar,7c5170775e68587dd3b369137c152fffa8f6a0af
